0,1,2
,,186346.0
,,186345.0
,,186344.0
,,186343.0
,,186342.0
,,186341.0
,,186340.0
,,186339.0
,,186338.0
,,186337.0
,,186336.0
,,186335.0
,,186334.0
,,186333.0
,,186332.0
,,186331.0
,,186330.0
,,186329.0
,,186328.0
,,186327.0
,,186326.0
,,186325.0
,,186324.0
,,186323.0
,,186322.0
,,186321.0
,,186320.0
,,186319.0
,,186318.0
,,186317.0
,,186316.0
,,186315.0
,,186314.0
,,186313.0
,,186312.0
,,186311.0
,,186310.0
,,186309.0
,,186308.0
,,186307.0
,,186306.0
,,186305.0
,,186304.0
,,186303.0
,,186302.0
,,186301.0
,,186300.0
,,186299.0
,,186298.0
,,186297.0
,,186296.0
,,186295.0
,,186294.0
,,186293.0
,,186292.0
,,186291.0
,,186290.0
,,186289.0
,,186288.0
,,186287.0
,,186286.0
,,186285.0
,,186147.0
,,186146.0
,,186145.0
,,186144.0
,,186143.0
,,186142.0
,,186141.0
,,186140.0
,,186139.0
,,186138.0
,,186137.0
,,186136.0
,,186135.0
,,186134.0
,,186133.0
,,186132.0
,,186131.0
,,186130.0
,,186129.0
,,186128.0
,,186127.0
,,186126.0
,,186125.0
,,186124.0
,,186123.0
,,186122.0
,,186121.0
,,186120.0
,,186119.0
,,186118.0
,,186117.0
,,186116.0
,,186115.0
,,186114.0
,,186113.0
,,186112.0
,,186111.0
,,186110.0
,,186109.0
,,186108.0
,,186107.0
,,186106.0
,,186105.0
,,186104.0
,,186103.0
,,186102.0
,,186101.0
,,186100.0
,,186099.0
,,186098.0
,,186097.0
,,186096.0
,,186095.0
,,186094.0
,,186093.0
,,186092.0
,,186091.0
,,186090.0
,,186089.0
,,186088.0
,,186087.0
,,186086.0
,,186085.0
,,186084.0
,,186083.0
,,186082.0
,,186081.0
,,186080.0
,,186079.0
,,186078.0
,,186077.0
,,186076.0
,,186075.0
,,186074.0
,,186073.0
,,186072.0
,,186071.0
,,186070.0
,,186069.0
,,186068.0
,,186067.0
,,186066.0
,,186065.0
,,186064.0
,,186063.0
,,186062.0
,,186061.0
,,186060.0
,,186059.0
,,186058.0
,,186057.0
,,186056.0
,,186055.0
,,186054.0
,,186053.0
,,186052.0
,,186051.0
,,186050.0
,,186049.0
,,186048.0
,,186047.0
,,186046.0
,,186045.0
,,186044.0
,,186043.0
,,186042.0
,,186041.0
,,186040.0
,,186039.0
,,186038.0
,,186037.0
,,186036.0
